"BCH_LAB_CODE","LOINC_LAB_CODE"
"LAB:3775384","18719-5"
"LAB:3726101","14045-9"
"LAB:38893570","26435-8"
"LAB:3775228","5193-8"
"LAB:108959127","39485-8"
"LAB:183033097","18725-2"
"LAB:3775160","14396-6"
"LAB:3775473","6257-0"
"LAB:3775557","14422-0"
"LAB:3775532","18719-5"
"LAB:12777357","25389-8"
"LAB:466943800","38917-1"
"LAB:3775056","18719-5"
"LAB:4744026","18719-5"
"LAB:3776118","20637-5"
"LAB:201668244","12736-5"
"LAB:3997410","47938-6"
"LAB:3777233","18718-7"
"LAB:511259627","33009-2"
"LAB:3776091","5042-7"
"LAB:3776145","18719-5"
"LAB:61108582","13733-1"
"LAB:3775195","3232-6"
"LAB:3775325","18719-5"
"LAB:501519737","18716-1"
"LAB:3776025","6298-4"
"LAB:572944199","7733-9"
"LAB:13815120","18725-2"
"LAB:3776101","21026-0"
"LAB:3775141","2950-4"
"LAB:3775040","9830-1"
"LAB:3775707","40520-9"
"LAB:3775732","18719-5"
"LAB:19985049","9811-1"
"LAB:3775083","18768-2"
"LAB:11519559","18719-5"
"LAB:3775548","18719-5"
"LAB:3775716","5905-5"
"LAB:3774681","11020-5"
"LAB:3775148","2708-6"
"LAB:43435810","18719-5"
"LAB:3775048","57847-6"
"LAB:52891223","66755-0"
"LAB:3775996","18716-1"
"LAB:3727478","18719-5"
"LAB:537007355","18729-4"
"LAB:46528739","18721-1"
"LAB:580471257","27085-0"
"LAB:3775193","18720-3"
"LAB:3774713","14883-3"
"LAB:3774581","18719-5"
"LAB:3775757","18720-3"
"LAB:3774892","18719-5"
"LAB:3774747","47938-6"
"LAB:4744031","22642-3"
"LAB:13130286","15367-6"
"LAB:52891206","66748-5"
"LAB:3775545","18719-5"
"LAB:3775000","33234-6"
"LAB:3775407","5677-0"
"LAB:3775380","8040-8"
"LAB:3776102","18723-7"
"LAB:3774957","58023-3"
"LAB:3775296","18727-8"
"LAB:3774618","18719-5"
"LAB:4744030","18719-5"
"LAB:27181134","30903-9"
"LAB:3774678","18721-1"
"LAB:466943867","40973-0"
"LAB:3775576","47418-9"
"LAB:117951500","30328-9"
"LAB:3776117","18719-5"
"LAB:3775526","18719-5"
"LAB:580471251","19346-6"
"LAB:501519755","18716-1"
"LAB:3774975","702-1"
"LAB:3726199","38413-1"
"LAB:3775628","18721-1"
"LAB:285955228","5996-4"
"LAB:645059021","76034-8"
"LAB:3710029","2951-2"
"LAB:580107897","6952-6"
"LAB:3775704","33371-6"
"LAB:3775617","18719-5"
"LAB:3774765","47938-6"
"LAB:3997395","47938-6"
"LAB:3775108","2705-2"
"LAB:3775333","5159-9"
"LAB:248037691","49751-1"
"LAB:3775373","3872-9"
"LAB:3775429","2069-3"
"LAB:3997403","18719-5"
"LAB:123248818","13691-1"
"LAB:43291127","30411-3"
"LAB:50596994","18719-5"
"LAB:3775711","41282-5"
"LAB:3775560","18719-5"
"LAB:4744002","18719-5"
"LAB:72465862","18725-2"
"LAB:8741170","49335-3"
"LAB:276153006","43201-3"
"LAB:466943864","86122-9"
"LAB:359468281","18727-8"
"LAB:3775939","18719-5"
"LAB:3774545","18725-2"
"LAB:3997417","18723-7"
"LAB:3290542","1761-6"
"LAB:3775489","40653-8"
"LAB:3775426","1668-3"
"LAB:3775144","18721-1"
"LAB:3775318","18719-5"
"LAB:3774471","18720-3"
"LAB:3776064","13362-9"
"LAB:13298853","26435-8"
"LAB:3774698","18727-8"
"LAB:8319789","26435-8"
"LAB:34975689","30327-1"
"LAB:3774682","687-4"
"LAB:3774509","19086-8"
"LAB:3775792","6111-9"
"LAB:3776105","20657-3"
"LAB:3775128","2708-6"
"LAB:3775743","18727-8"
"LAB:106753553","41276-7"
"LAB:4114933","19153-6"
"LAB:3776139","20642-5"
"LAB:3775201","18903-5"
"LAB:11250213","26435-8"
"LAB:3775770","18716-1"
"LAB:3775409","18719-5"
"LAB:3775578","18719-5"
"LAB:3775544","18719-5"
"LAB:3775694","19075-1"
"LAB:3775348","30920-3"
"LAB:470531001","35165-0"
"LAB:3775734","18719-5"
"LAB:3997404","47938-6"
"LAB:10865269","38178-0"
"LAB:3775187","3243-3"
"LAB:3775361","3868-7"
"LAB:3775640","2615-3"
"LAB:3775287","18719-5"
"LAB:12717534","18716-1"
"LAB:501520119","6095-4"
"LAB:3775745","27387-0"
"LAB:3774710","18727-8"
"LAB:3775942","3493-4"
"LAB:3775044","753-4"
"LAB:620293635","53813-2"
"LAB:3774845","18716-1"
"LAB:3774792","18314-5"
"LAB:201668244","18719-5"
"LAB:29993516","18719-5"
"LAB:3775260","24108-3"
"LAB:3774816","18723-7"
"LAB:3775700","14822-1"
"LAB:398071423","18719-5"
"LAB:13130297","49451-8"
"LAB:10865268","18719-5"
"LAB:52891211","18720-3"
"LAB:15231042","18718-7"
"LAB:3726901","18767-4"
"LAB:3775223","18719-5"
"LAB:3775624","2533-8"
"LAB:3774699","41491-2"
"LAB:166045326","11526-1"
"LAB:3775611","18719-5"
"LAB:89829722","53291-1"
"LAB:3997391","47938-6"
"LAB:3774691","18727-8"
"LAB:501519995","6129-1"
"LAB:3775568","18719-5"
"LAB:3775710","34984-5"
"LAB:3775710","13528-5"
"LAB:3775094","1798-8"
"LAB:3774955","18728-6"
"LAB:43291306","33803-8"
"LAB:3777220","18720-3"
"LAB:3775790","18716-1"
"LAB:4743963","18719-5"
"LAB:3775260","18719-5"
"LAB:501520279","6268-7"
"LAB:3775903","18719-5"
"LAB:3775443","6050-9"
"LAB:13871993","26435-8"
"LAB:3775491","17802-0"
"LAB:3775556","18719-5"
"LAB:3776005","15647-1"
"LAB:3775359","26688-2"
"LAB:3775071","3570-9"
"LAB:3776148","18719-5"
"LAB:7872580","18721-1"
"LAB:12717534","7714-9"
"LAB:3774760","47938-6"
"LAB:3775573","2093-3"
"LAB:501520213","18728-6"
"LAB:3775196","19153-6"
"LAB:3775482","6155-6"
"LAB:89829687","18719-5"
"LAB:3775082","14310-7"
"LAB:3775944","18719-5"
"LAB:3775089","18767-4"
"LAB:3775595","55805-6"
"LAB:3774552","18719-5"
"LAB:3774798","18723-7"
"LAB:359468238","31204-1"
"LAB:201668235","26435-8"
"LAB:580107897","18719-5"
"LAB:3775650","3298-7"
"LAB:3775946","18719-5"
"LAB:3997398","18719-5"
"LAB:501520261","18716-1"
"LAB:3774477","18720-3"
"LAB:3774665","18728-6"
"LAB:3775977","18716-1"
"LAB:3774829","7118-3"
"LAB:50961952","18719-5"
"LAB:501520237","18716-1"
"LAB:3775366","31203-3"
"LAB:13298839","26435-8"
"LAB:3725739","18721-1"
"LAB:3775331","18719-5"
"LAB:3776035","39486-6"
"LAB:3775320","18719-5"
"LAB:3774934","29963-6"
"LAB:3776008","18716-1"
"LAB:3774722","7791-7"
"LAB:3774794","33271-8"
"LAB:19984980","50092-6"
"LAB:3775109","2744-1"
"LAB:3774609","57779-1"
"LAB:3776023","48703-3"
"LAB:3775751","2865-4"
"LAB:3775001","18729-4"
"LAB:3774752","18719-5"
"LAB:4129026","3319-1"
"LAB:3775807","18718-7"
"LAB:3775259","5583-0"
"LAB:3775369","12173-1"
"LAB:511259651","2492-7"
"LAB:107199074","18719-5"
"LAB:82920262","26435-8"
"LAB:3774525","2460-4"
"LAB:166059583","32169-5"
"LAB:3775397","5611-9"
"LAB:3775836","2019-8"
"LAB:3775647","8251-1"
"LAB:379511328","9410-2"
"LAB:3775808","18718-7"
"LAB:3775949","18719-5"
"LAB:3775512","18719-5"
"LAB:3775442","6273-7"
"LAB:3775766","6837-9"
"LAB:501520007","18716-1"
"LAB:3776052","18719-5"
"LAB:3775054","18719-5"
"LAB:3775170","2703-7"
"LAB:3776072","18719-5"
"LAB:72465890","26435-8"
"LAB:3776011","6851-0"
"LAB:3775652","6690-2"
"LAB:436708809","38413-1"
"LAB:3777234","18718-7"
"LAB:3775771","6841-1"
"LAB:3775478","18716-1"
"LAB:15231040","18718-7"
"LAB:3775703","31994-7"
"LAB:67878183","18723-7"
"LAB:3774571","3531-1"
"LAB:3776020","18767-4"
"LAB:3775157","18719-5"
"LAB:3774659","25303-9"
"LAB:3775476","6242-2"
"LAB:3775838","18767-4"
"LAB:3775492","18768-2"
"LAB:3775718","18768-2"
"LAB:470531007","35149-4"
"LAB:3774605","26435-8"
"LAB:3775479","6271-1"
"LAB:3776105","18719-5"
"LAB:3998852","1874-7"
"LAB:3774550","2335-8"
"LAB:3774839","18716-1"
"LAB:3775157","14449-3"
"LAB:3776027","41649-5"
"LAB:3775463","18716-1"
"LAB:3775839","18767-4"
"LAB:511259675","18719-5"
"LAB:3775707","40517-5"
"LAB:3774543","19053-8"
"LAB:3776023","18723-7"
"LAB:3775239","2464-6"
"LAB:572944247","18716-1"
"LAB:3774465","18720-3"
"LAB:3774649","18727-8"
"LAB:45295479","49247-0"
"LAB:3775305","6076-4"
"LAB:3776146","20651-6"
"LAB:3775000","18729-4"
"LAB:3775777","18716-1"
"LAB:3997397","18719-5"
"LAB:264365782","26435-8"
"LAB:4744025","18719-5"
"LAB:3776005","18716-1"
"LAB:89829704","18729-4"
"LAB:3774548","31208-2"
"LAB:3775168","33007-6"
"LAB:3776089","5308-2"
"LAB:3774796","2356-4"
"LAB:3774962","18719-5"
"LAB:3997414","19159-3"
"LAB:3776173","21668-9"
"LAB:140163723","18727-8"
"LAB:3775126","18767-4"
"LAB:52891215","18720-3"
"LAB:3775636","18767-4"
"LAB:3776123","18721-1"
"LAB:3776140","2364-8"
"LAB:3775717","713-8"
"LAB:3775719","42250-1"
"LAB:13298835","26435-8"
"LAB:3776067","18719-5"
"LAB:3774893","18719-5"
"LAB:3775148","18767-4"
"LAB:413924600","18728-6"
"LAB:13815112","18725-2"
"LAB:3775259","18719-5"
"LAB:3774604","26435-8"
"LAB:225839650","18721-1"
"LAB:7249735","26435-8"
"LAB:19985045","18719-5"
"LAB:3775704","33409-4"
"LAB:3774610","18719-5"
"LAB:3774587","18725-2"
"LAB:3774643","56537-4"
"LAB:3776022","18723-7"
"LAB:123248824","18719-5"
"LAB:3802287","19089-2"
"LAB:3776071","18719-5"
"LAB:3775843","18767-4"
"LAB:3775468","6021-0"
"LAB:3774696","18727-8"
"LAB:248037660","18727-8"
"LAB:3774538","18727-8"
"LAB:3775243","14117-6"
"LAB:3998842","30934-4"
"LAB:13298854","26435-8"
"LAB:13815127","3537-8"
"LAB:52891215","66758-4"
"LAB:13130294","49407-0"
"LAB:3775643","18767-4"
"LAB:43291299","18768-2"
"LAB:40450540","12481-8"
"LAB:43435805","18719-5"
"LAB:110844476","18727-8"
"LAB:276152999","18725-2"
"LAB:3775988","7607-5"
"LAB:3775850","2600-5"
"LAB:3774861","18723-7"
"LAB:258248369","26435-8"
"LAB:2700655","2160-0"
"LAB:3776090","13914-7"
"LAB:3775910","2857-1"
"LAB:3997393","47938-6"
"LAB:501519975","6172-1"
"LAB:3774749","47938-6"
"LAB:276425826","18725-2"
"LAB:3775349","18719-5"
"LAB:3776113","75385-5"
"LAB:620293635","18720-3"
"LAB:10865267","18719-5"
"LAB:3776093","18767-4"
"LAB:3775408","29943-8"
"LAB:3774803","51617-9"
"LAB:3774683","18725-2"
"LAB:3775542","13362-9"
"LAB:205207402","26435-8"
"LAB:3775993","7074-8"
"LAB:3775299","7129-0"
"LAB:3998848","4087-3"
"LAB:38893566","26435-8"
"LAB:3775090","2708-6"
"LAB:3776092","18767-4"
"LAB:43435801","18719-5"
"LAB:3775156","18719-5"
"LAB:13298850","26435-8"
"LAB:3775442","18716-1"
"LAB:4743984","27056-1"
"LAB:191004936","18721-1"
"LAB:3775811","49922-8"
"LAB:3774865","18723-7"
"LAB:580471269","18355-8"
"LAB:341667859","50544-6"
"LAB:3775015","7789-1"
"LAB:3775015","18768-2"
"LAB:276425819","48309-9"
"LAB:11551901","48767-8"
"LAB:3775091","18721-1"
"LAB:19984979","53706-8"
"LAB:3776055","19153-6"
"LAB:10968838","19153-6"
"LAB:359468232","18727-8"
"LAB:3774976","741-9"
"LAB:3775007","53321-6"
"LAB:3774995","33229-6"
"LAB:3776149","20660-7"
"LAB:3774751","47938-6"
"LAB:3775735","85954-6"
"LAB:359468269","5196-1"
"LAB:3774889","26435-8"
"LAB:501519643","17479-7"
"LAB:3775176","18720-3"
"LAB:3727020","18719-5"
"LAB:3775536","13362-9"
"LAB:3774517","21026-0"
"LAB:501520119","18716-1"
"LAB:3775966","2132-9"
"LAB:580107801","18719-5"
"LAB:3775145","18767-4"
"LAB:3998831","33008-4"
"LAB:3774937","11483-5"
"LAB:142200798","45315-9"
"LAB:4744026","13371-0"
"LAB:3774497","18729-4"
"LAB:201668239","18719-5"
"LAB:3776075","18719-5"
"LAB:3776044","18767-4"
"LAB:470530980","35171-8"
"LAB:208493293","18720-3"
"LAB:3775159","18719-5"
"LAB:335681351","18718-7"
"LAB:166045323","16128-1"
"LAB:3775621","18721-1"
"LAB:537007189","11526-1"
"LAB:3775209","21518-6"
"LAB:3775161","18719-5"
"LAB:3775140","2947-0"
"LAB:3775723","18720-3"
"LAB:3775267","14196-0"
"LAB:3776058","18719-5"
"LAB:3775251","16136-4"
"LAB:3775131","47596-2"
"LAB:276152999","38350-5"
"LAB:500706675","57845-0"
"LAB:3774471","24378-2"
"LAB:3775492","33412-8"
"LAB:3775929","2053-7"
"LAB:3774588","57130-7"
"LAB:3775255","10543-7"
"LAB:3775154","4057-6"
"LAB:3775187","18720-3"
"LAB:3775748","18727-8"
"LAB:502383245","56164-7"
"LAB:3774773","16982-1"
"LAB:3725975","3422-3"
"LAB:3775210","18720-3"
"LAB:248037691","18728-6"
"LAB:3774504","18768-2"
"LAB:3775523","19153-6"
"LAB:4129029","18721-1"
"LAB:3775850","18719-5"
"LAB:3775082","18728-6"
"LAB:3775953","18720-3"
"LAB:501520101","18728-6"
"LAB:501519827","6110-1"
"LAB:3775760","7152-2"
"LAB:3774603","26435-8"
"LAB:341667859","18721-1"
"LAB:3775464","18716-1"
"LAB:11519561","23992-1"
"LAB:3776020","32771-8"
"LAB:3776129","18723-7"
"LAB:580107747","12396-8"
"LAB:501519719","18716-1"
"LAB:3775100","18721-1"
"LAB:3775319","1779-8"
"LAB:19984982","12722-5"
"LAB:3775106","22763-7"
"LAB:3775790","6075-6"
"LAB:4744020","22645-6"
"LAB:3775655","18768-2"
"LAB:50562217","18719-5"
"LAB:3775522","18719-5"
"LAB:398071404","21582-2"
"LAB:501520131","18728-6"
"LAB:3775410","38175-6"
"LAB:3775396","14689-4"
"LAB:3775490","18768-2"
"LAB:258248393","26435-8"
"LAB:3775993","18716-1"
"LAB:248037672","18727-8"
"LAB:3775743","30153-1"
"LAB:3775976","18716-1"
"LAB:3775450","7445-0"
"LAB:191004936","4073-3"
"LAB:117951563","18719-5"
"LAB:3775251","18719-5"
"LAB:3776018","2703-7"
"LAB:4744026","22653-0"
"LAB:3775106","18719-5"
"LAB:4743981","18719-5"
"LAB:3775713","35414-2"
"LAB:3775663","23761-0"
"LAB:3775972","2690-6"
"LAB:3774489","5778-6"
"LAB:486294301","59297-2"
"LAB:89829722","18729-4"
"LAB:208493299","18720-3"
"LAB:4744016","22652-2"
"LAB:3775362","2098-2"
"LAB:3775395","34284-0"
"LAB:3774834","18716-1"
"LAB:4744047","22656-3"
"LAB:248037669","5631-7"
"LAB:3776036","40619-9"
"LAB:3775645","18767-4"
"LAB:3998832","18727-8"
"LAB:3775963","32623-1"
"LAB:4129022","3665-7"
"LAB:3775771","18716-1"
"LAB:684414887","31625-7"
"LAB:3775559","33405-2"
"LAB:50961950","44288-9"
"LAB:122531563","18725-2"
"LAB:3775786","6202-6"
"LAB:3774999","18729-4"
"LAB:3774994","33228-8"
"LAB:3775796","18716-1"
"LAB:3775466","6220-8"
"LAB:3776100","21027-8"
"LAB:3774954","27831-7"
"LAB:123248792","18719-5"
"LAB:3775613","18719-5"
"LAB:3775984","15283-5"
"LAB:3775224","13759-6"
"LAB:3776015","18719-5"
"LAB:3775408","13466-8"
"LAB:3775575","18719-5"
"LAB:3775130","6298-4"
"LAB:4743964","18719-5"
"LAB:3775591","19087-6"
"LAB:9879048","21365-2"
"LAB:3775775","7131-6"
"LAB:3774692","18727-8"
"LAB:501519791","18716-1"
"LAB:82920326","18719-5"
"LAB:501519963","18716-1"
"LAB:3775440","18716-1"
"LAB:34975684","30551-6"
"LAB:110718271","18721-1"
"LAB:3775906","18727-8"
"LAB:3774688","9757-6"
"LAB:3775355","18719-5"
"LAB:3775624","14803-1"
"LAB:3774566","5568-1"
"LAB:3775742","27392-0"
"LAB:3775845","2947-0"
"LAB:3775910","18719-5"
"LAB:3775329","18719-5"
"LAB:3775528","13362-9"
"LAB:3774968","18727-8"
"LAB:13815135","18725-2"
"LAB:3774831","18716-1"
"LAB:3774834","16103-4"
"LAB:3775257","25419-3"
"LAB:3775928","2039-6"
"LAB:3774587","549-6"
"LAB:285955225","56006-0"
"LAB:3774662","18719-5"
"LAB:233650225","5076-5"
"LAB:3775419","55920-3"
"LAB:10865262","18719-5"
"LAB:3774764","47938-6"
"LAB:3775224","18719-5"
"LAB:3774660","44909-0"
"LAB:40450542","26895-3"
"LAB:29993550","18719-5"
"LAB:3775846","18719-5"
"LAB:3775231","2093-3"
"LAB:3775231","18719-5"
"LAB:124570332","32751-0"
"LAB:13130297","18725-2"
"LAB:580107837","18719-5"
"LAB:264365755","26435-8"
"LAB:3775550","13362-9"
"LAB:3775350","29942-0"
"LAB:3776034","18767-4"
"LAB:3776009","6740-5"
"LAB:3775893","2283-0"
"LAB:123248818","18719-5"
"LAB:3727468","18721-1"
"LAB:3775600","18721-1"
"LAB:276153021","38349-7"
"LAB:332553309","18719-5"
"LAB:201668235","58483-9"
"LAB:3777221","2709-4"
"LAB:276152993","48309-9"
"LAB:3776068","18719-5"
"LAB:3775787","7770-1"
"LAB:3775563","18719-5"
"LAB:3775681","18768-2"
"LAB:3775049","793-0"
"LAB:3818045","18727-8"
"LAB:3775166","1749-1"
"LAB:3774907","24075-4"
"LAB:3775724","18720-3"
"LAB:3775769","18716-1"
"LAB:3774643","18727-8"
"LAB:3775459","6287-7"
"LAB:3775606","18719-5"
"LAB:3775122","15202-5"
"LAB:3774940","40727-0"
"LAB:3777235","18718-7"
"LAB:38893564","26435-8"
"LAB:3774992","18729-4"
"LAB:3775001","33238-7"
"LAB:3775113","2020-6"
"LAB:4803048","18727-8"
"LAB:3775772","6131-7"
"LAB:3775762","7169-6"
"LAB:413924596","18728-6"
"LAB:3998850","1869-7"
"LAB:3776102","29993-3"
"LAB:3775490","40660-3"
"LAB:3775923","18719-5"
"LAB:3774939","32286-7"
"LAB:3775213","18719-5"
"LAB:4743984","18719-5"
"LAB:3774493","18729-4"
"LAB:3774985","5809-9"
"LAB:3775137","18719-5"
"LAB:3774845","6089-7"
"LAB:398124804","18716-1"
"LAB:311126361","18719-5"
"LAB:3775281","2484-4"
"LAB:3775353","33290-8"
"LAB:4744058","25919-2"
"LAB:3774625","18719-5"
"LAB:3775256","29996-6"
"LAB:3775571","18719-5"
"LAB:19985053","18723-7"
"LAB:3775925","18719-5"
"LAB:285955278","18720-3"
"LAB:3775486","30368-5"
"LAB:226643304","18727-8"
"LAB:3775160","48622-5"
"LAB:379511328","18719-5"
"LAB:3775529","18719-5"
"LAB:46528742","3534-5"
"LAB:3774466","15191-0"
"LAB:3774865","24375-8"
"LAB:285955228","18720-3"
"LAB:3775045","732-8"
"LAB:3775708","51622-9"
"LAB:3775096","18719-5"
"LAB:117951497","18719-5"
"LAB:3774820","49293-4"
"LAB:45295479","18719-5"
"LAB:3776041","18767-4"
"LAB:501520255","17088-6"
"LAB:8741170","49337-9"
"LAB:359468281","16128-1"
"LAB:3775458","18716-1"
"LAB:3775157","9619-8"
"LAB:3775463","6831-2"
"LAB:3775141","15207-4"
"LAB:3775482","18716-1"
"LAB:194576920","18716-1"
"LAB:3774668","18727-8"
"LAB:3726802","18721-1"
"LAB:3774674","21173-0"
"LAB:19984983","26435-8"
"LAB:3775507","18719-5"
"LAB:501520243","20532-8"
"LAB:555300661","43396-1"
"LAB:3775302","7627-3"
"LAB:501520113","6842-9"
"LAB:3775264","2748-2"
"LAB:3775292","18719-5"
"LAB:3775921","22712-4"
"LAB:183033123","18725-2"
"LAB:3774832","18716-1"
"LAB:501519989","18716-1"
"LAB:3774536","29257-3"
"LAB:501520101","20559-1"
"LAB:3774751","18719-5"
"LAB:3774631","33244-5"
"LAB:3774893","35570-1"
"LAB:3775932","2539-5"
"LAB:3775167","29763-0"
"LAB:4009167","18719-5"
"LAB:3775352","46436-2"
"LAB:332553303","21019-5"
"LAB:3775571","15158-9"
"LAB:3775985","6189-5"
"LAB:3775918","18719-5"
"LAB:3774896","18719-5"
"LAB:147099204","18727-8"
"LAB:3775889","30567-2"
"LAB:34975693","30358-6"
"LAB:43435804","13629-1"
"LAB:3774678","4094-9"
"LAB:117951503","18719-5"
"LAB:3726100","18720-3"
"LAB:3774541","18727-8"
"LAB:580107771","18719-5"
"LAB:3775402","18719-5"
"LAB:3776058","13362-9"
"LAB:501520285","18716-1"
"LAB:3775131","18719-5"
"LAB:3775002","18729-4"
"LAB:3775107","2019-8"
"LAB:3775324","18719-5"
"LAB:3775558","14390-9"
"LAB:3774820","18719-5"
"LAB:3776067","19153-6"
"LAB:285955237","18720-3"
"LAB:3775502","18719-5"
"LAB:3775559","2347-3"
"LAB:501519809","18728-6"
"LAB:3776102","48049-1"
"LAB:13130296","18727-8"
"LAB:4744066","26001-8"
"LAB:3774706","18727-8"
"LAB:3776027","2069-3"
"LAB:3775757","33526-5"
"LAB:3775643","2030-5"
"LAB:3774568","5669-7"
"LAB:3775327","2128-7"
"LAB:107199065","19153-6"
"LAB:3776031","2711-0"
"LAB:4743991","27323-5"
"LAB:85969536","18719-5"
"LAB:48874886","19255-9"
"LAB:3775934","18719-5"
"LAB:3775895","18719-5"
"LAB:3776133","44867-0"
"LAB:29993550","30191-1"
"LAB:3775901","2837-3"
"LAB:3775300","18716-1"
"LAB:511259687","18719-5"
"LAB:537007331","86897-6"
"LAB:3775761","6052-5"
"LAB:3775518","13362-9"
"LAB:13815110","18719-5"
"LAB:3998837","34519-9"
"LAB:3710033","18719-5"
"LAB:3774567","18728-6"
"LAB:43435806","18719-5"
"LAB:3774524","18719-5"
"LAB:258248366","57802-1"
"LAB:3775706","33263-5"
"LAB:285955244","18720-3"
"LAB:3775874","18723-7"
"LAB:3775564","18719-5"
"LAB:3727002","14338-8"
"LAB:3775066","18721-1"
"LAB:3775570","18719-5"
"LAB:3775976","6237-2"
"LAB:580107885","18727-8"
"LAB:3774953","16369-1"
"LAB:3775133","5920-4"
"LAB:3775576","15212-4"
"LAB:3775665","743-5"
"LAB:3774761","47938-6"
"LAB:3774492","18729-4"
"LAB:3774847","18716-1"
"LAB:3776042","2703-7"
"LAB:501520207","18716-1"
"LAB:3774808","18768-2"
"LAB:3774957","18727-8"
"LAB:3775395","25896-2"
"LAB:38893571","26435-8"
"LAB:3774513","18725-2"
"LAB:3775200","18719-5"
"LAB:3774854","31208-2"
"LAB:12777357","18719-5"
"LAB:514939797","5578-0"
"LAB:3775613","2085-9"
"LAB:13815114","49430-2"
"LAB:13815114","49431-0"
"LAB:3775948","14235-6"
"LAB:3774795","4621-9"
"LAB:4744055","18719-5"
"LAB:3775739","18727-8"
"LAB:43435807","18719-5"
"LAB:501519779","18728-6"
"LAB:50562213","18719-5"
"LAB:3774583","18719-5"
"LAB:413924593","18728-6"
"LAB:3774520","13952-7"
"LAB:285955234","18720-3"
"LAB:3775640","18767-4"
"LAB:3774877","25907-7"
"LAB:470530968","35168-4"
"LAB:3774667","18727-8"
"LAB:3775244","11034-6"
"LAB:537007349","5609-3"
"LAB:3774806","18768-2"
"LAB:3775907","14251-3"
"LAB:8741167","26435-8"
"LAB:501519773","20522-9"
"LAB:10865262","29951-1"
"LAB:427779519","2345-7"
"LAB:3774539","18719-5"
"LAB:285955222","18720-3"
"LAB:3726331","49388-2"
"LAB:3774772","18727-8"
"LAB:3775575","12183-0"
"LAB:537007295","3128-6"
"LAB:3775934","2545-2"
"LAB:3774836","6188-7"
"LAB:3775586","19153-6"
"LAB:4744062","18719-5"
"LAB:3775394","18719-5"
"LAB:3775424","18719-5"
"LAB:580107741","18718-7"
"LAB:3776136","20647-4"
"LAB:3776027","18719-5"
"LAB:3997407","47938-6"
"LAB:3776024","2947-0"
"LAB:3775323","18719-5"
"LAB:3774953","18728-6"
"LAB:3774693","5111-0"
"LAB:3775492","33374-0"
"LAB:3775719","18768-2"
"LAB:3775926","18719-5"
"LAB:413924567","18728-6"
"LAB:3774524","10864-7"
"LAB:501520291","7623-2"
"LAB:3775755","18720-3"
"LAB:7463473","26435-8"
"LAB:3775700","14818-9"
"LAB:3774519","9524-0"
"LAB:3774932","18721-1"
"LAB:3775028","18768-2"
"LAB:580107849","44340-8"
"LAB:4744021","18719-5"
"LAB:3775682","18768-2"
"LAB:11250210","21654-9"
"LAB:3775046","18768-2"
"LAB:3775992","18716-1"
"LAB:4743957","18719-5"
"LAB:3775180","18720-3"
"LAB:3775699","18768-2"
"LAB:3775908","18719-5"
"LAB:3726331","18725-2"
"LAB:3775931","18719-5"
"LAB:4743992","18719-5"
"LAB:3775193","3218-5"
"LAB:3775378","18719-5"
"LAB:3775213","2230-1"
"LAB:4743961","27322-7"
"LAB:3726148","7885-7"
"LAB:40450544","58738-6"
"LAB:3775337","5726-5"
"LAB:3775740","25296-5"
"LAB:3775970","18719-5"
"LAB:3775737","18727-8"
"LAB:3776153","18719-5"
"LAB:3775906","5244-9"
"LAB:3775087","4024-6"
"LAB:4744070","25938-2"
"LAB:12791515","18719-5"
"LAB:3776077","18719-5"
"LAB:3774921","18723-7"
"LAB:285955244","56019-3"
"LAB:3997396","47938-6"
"LAB:52891220","18720-3"
"LAB:233650228","18727-8"
"LAB:3774618","49252-0"
"LAB:4744084","18719-5"
"LAB:3725739","3300-1"
"LAB:3775211","6303-2"
"LAB:4744047","1891-1"
"LAB:3774590","29770-5"
"LAB:248741145","18719-5"
"LAB:154246238","18719-5"
"LAB:3774540","18719-5"
"LAB:3774748","18719-5"
"LAB:3775744","18727-8"
"LAB:3774898","15086-2"
"LAB:3776001","19751-7"
"LAB:3726348","4542-7"
"LAB:12777359","58755-0"
"LAB:501519851","7187-8"
"LAB:276152984","26435-8"
"LAB:3776138","20656-5"
"LAB:359468275","31204-1"
"LAB:3775383","41399-7"
"LAB:43291298","13047-6"
"LAB:27181107","26435-8"
"LAB:43291131","11274-8"
"LAB:580107885","23935-0"
"LAB:7423726","18725-2"
"LAB:3775175","18723-7"
"LAB:3776037","19258-3"
"LAB:8741171","51699-7"
"LAB:9879046","44871-2"
"LAB:3775597","18721-1"
"LAB:140163720","18727-8"
"LAB:3775029","18719-5"
"LAB:12777359","17764-2"
"LAB:3774522","14041-8"
"LAB:3774554","11060-1"
"LAB:3775989","18716-1"
"LAB:3775862","18720-3"
"LAB:3776084","2500-7"
"LAB:3775166","18719-5"
"LAB:3725975","18719-5"
"LAB:3774944","27812-7"
"LAB:3775333","7886-5"
"LAB:3775839","32771-8"
"LAB:11250210","26435-8"
"LAB:580471251","18728-6"
"LAB:285955263","18720-3"
"LAB:3775204","5126-8"
"LAB:3775322","6768-6"
"LAB:3775518","18719-5"
"LAB:3774748","47938-6"
"LAB:3998835","21696-0"
"LAB:3726901","2744-1"
"LAB:501520001","7678-6"
"LAB:3775658","788-0"
"LAB:3775624","33367-4"
"LAB:3776001","18716-1"
"LAB:166045326","50659-2"
"LAB:3774753","47938-6"
"LAB:9879047","29744-0"
"LAB:258248375","26435-8"
"LAB:3775559","2343-2"
"LAB:3775218","4563-3"
